file_name,score
3661.pkl,-2.450894594192505
5109.pkl,-1.5855594873428345
1876.pkl,-4.186028003692627
10447.pkl,-4.084639072418213
8958.pkl,-1.4265687465667725
10141.pkl,-2.558396816253662
1529.pkl,-2.680248260498047
9552.pkl,-1.3046190738677979
2390.pkl,-0.5250095129013062
10326.pkl,-1.4179245233535767
9472.pkl,-2.91928768157959
10751.pkl,-2.387939453125
527.pkl,-1.416854977607727
1095.pkl,-2.5787456035614014
9762.pkl,-0.5794287323951721
2494.pkl,-1.4388494491577148
2676.pkl,-1.8890948295593262
9859.pkl,-3.7052831649780273
4744.pkl,-3.1466457843780518
2079.pkl,-4.027980327606201
9091.pkl,-1.745431900024414
4389.pkl,-2.9673335552215576
897.pkl,-2.4005966186523438
3241.pkl,-3.358153820037842
7187.pkl,-1.9527186155319214
10626.pkl,-3.8902199268341064
9130.pkl,-2.079618453979492
9022.pkl,-1.505102515220642
6179.pkl,-4.720588207244873
619.pkl,-1.92672860622406
963.pkl,-0.563884973526001
10844.pkl,-3.600635528564453
702.pkl,-2.663943290710449
8078.pkl,-4.520779132843018
2075.pkl,-3.625649929046631
5474.pkl,-1.786401391029358
8921.pkl,-0.6206275224685669
478.pkl,-1.908178687095642
2327.pkl,-2.6017470359802246
9304.pkl,-1.8089433908462524
129.pkl,-0.5032000541687012
541.pkl,-2.5375516414642334
3468.pkl,-3.8768553733825684
11026.pkl,-1.9528019428253174
6095.pkl,-1.6398160457611084
80.pkl,-3.2193853855133057
10980.pkl,-1.6505895853042603
1974.pkl,-1.9456403255462646
1728.pkl,-4.02032995223999
5351.pkl,-1.2485095262527466
4740.pkl,-2.6406266689300537
3031.pkl,-1.5406112670898438
10588.pkl,-4.468989372253418
7255.pkl,-3.346419095993042
2712.pkl,-0.5486264228820801
3495.pkl,-3.3467485904693604
10999.pkl,-1.9247268438339233
5557.pkl,-1.0247392654418945
8775.pkl,-0.46795913577079773
2972.pkl,-2.760207414627075
9838.pkl,-3.9812307357788086
5797.pkl,-3.226181983947754
7907.pkl,-1.3666877746582031
4957.pkl,-3.726494312286377
8651.pkl,-3.1709251403808594
1115.pkl,-0.631685733795166
7250.pkl,-0.5295588970184326
7043.pkl,-3.2796621322631836
8330.pkl,-3.7803800106048584
9539.pkl,-3.602940797805786
10448.pkl,-0.5610376000404358
8359.pkl,-4.377168655395508
3338.pkl,-1.830104947090149
5136.pkl,-3.8389952182769775
4007.pkl,-2.697449207305908
2934.pkl,-2.6805834770202637
4638.pkl,-1.6068744659423828
2517.pkl,-2.4192543029785156
4498.pkl,-3.0966806411743164
9195.pkl,-3.9151320457458496
473.pkl,-1.540832281112671
6678.pkl,-2.385495901107788
5951.pkl,-2.4921810626983643
2619.pkl,-0.47049081325531006
288.pkl,-4.243345260620117
11217.pkl,-1.3296138048171997
2665.pkl,-1.2985084056854248
1577.pkl,-4.257054328918457
3833.pkl,-2.417323112487793
1443.pkl,-3.3746285438537598
6628.pkl,-3.1251285076141357
6572.pkl,-1.1026684045791626
1164.pkl,-3.4126040935516357
4091.pkl,-3.1197283267974854
3964.pkl,-1.2386791706085205
4177.pkl,-1.7213375568389893
4044.pkl,-0.6030560731887817
6129.pkl,-1.646776556968689
8580.pkl,-1.2719032764434814
1389.pkl,-3.725235939025879
3794.pkl,-1.3466657400131226
10589.pkl,-2.314936399459839
6692.pkl,-0.6009024381637573
3230.pkl,-3.848691701889038
10508.pkl,-2.92541241645813
1140.pkl,-2.578704595565796
2247.pkl,-3.224998712539673
10838.pkl,-4.005145072937012
8887.pkl,-1.4969444274902344
9631.pkl,-1.5851008892059326
4014.pkl,-3.347780466079712
7384.pkl,-1.7134605646133423
7398.pkl,-3.370354652404785
3061.pkl,-2.3084490299224854
7828.pkl,-1.839134693145752
631.pkl,-1.8796851634979248
5159.pkl,-1.6261013746261597
5103.pkl,-0.5592980980873108
8823.pkl,-0.6715087294578552
2206.pkl,-2.774895429611206
8963.pkl,-3.4296767711639404
3864.pkl,-2.821568727493286
9616.pkl,-0.417745977640152
10785.pkl,-0.5754970908164978
8987.pkl,-1.9485723972320557
892.pkl,-3.541224956512451
5598.pkl,-1.9671118259429932
2289.pkl,-0.4615088701248169
8653.pkl,-3.5255844593048096
10277.pkl,-3.6346497535705566
744.pkl,-1.505171298980713
3081.pkl,-0.9994734525680542
2324.pkl,-2.5661253929138184
10120.pkl,-1.6459062099456787
7973.pkl,-2.630361795425415
8794.pkl,-1.3652513027191162
6996.pkl,-0.5779901742935181
1272.pkl,-1.241818904876709
2457.pkl,-0.6928775906562805
9171.pkl,-3.4891457557678223
7221.pkl,-4.002223014831543
2734.pkl,-0.46896517276763916
9021.pkl,-3.024138927459717
3202.pkl,-4.263038158416748
7450.pkl,-0.6896156072616577
8356.pkl,-1.1758569478988647
7423.pkl,-3.01061749458313
9381.pkl,-3.0130066871643066
7595.pkl,-4.335611820220947
5815.pkl,-1.7392709255218506
4539.pkl,-1.5242077112197876
3746.pkl,-2.506742000579834
1541.pkl,-2.402244806289673
4726.pkl,-3.716601610183716
5297.pkl,-0.4575546979904175
188.pkl,-1.67292058467865
11125.pkl,-1.668965458869934
9348.pkl,-1.591621994972229
9230.pkl,-1.937652349472046
5162.pkl,-2.0388946533203125
1978.pkl,-0.4510766267776489
6514.pkl,-2.5413894653320312
7806.pkl,-3.3689539432525635
1951.pkl,-1.4965019226074219
2573.pkl,-1.880271315574646
5880.pkl,-4.454998970031738
5523.pkl,-1.89127779006958
971.pkl,-3.722909450531006
2816.pkl,-0.5528484582901001
3010.pkl,-2.4676387310028076
1241.pkl,-0.451083779335022
875.pkl,-1.3427678346633911
783.pkl,-2.5666725635528564
5584.pkl,-4.217992305755615
6413.pkl,-3.304097890853882
2561.pkl,-3.69848895072937
10539.pkl,-1.3863874673843384
6698.pkl,-1.8115493059158325
10519.pkl,-3.855781316757202
1626.pkl,-1.6925547122955322
8484.pkl,-1.2738173007965088
10594.pkl,-0.5255690217018127
9707.pkl,-1.7542892694473267
6563.pkl,-2.3838107585906982
1858.pkl,-3.6004185676574707
8470.pkl,-3.159550428390503
5014.pkl,-1.3028712272644043
4371.pkl,-0.5044041872024536
4157.pkl,-1.4408326148986816
1263.pkl,-3.3033246994018555
8092.pkl,-3.375432014465332
2682.pkl,-1.853571891784668
10855.pkl,-3.237787961959839
4395.pkl,-3.7762486934661865
8721.pkl,-2.5037105083465576
